Ensembl_ID,Name
,TCGA-OR-A5J1-01_ABCA1
,TCGA-OR-A5J1-01_PON1
,TCGA-OR-A5J1-01_CCL2
,TCGA-OR-A5J1-01_APOB
,TCGA-OR-A5J1-01_APOE
,TCGA-OR-A5J1-01_CREBBP
,TCGA-OR-A5J1-01_EP300
,TCGA-OR-A5J1-01_SQLE
,TCGA-OR-A5J1-01_PLIN2
,TCGA-OR-A5J1-01_ALDH1A1
,TCGA-OR-A5J1-01_MLXIPL
,TCGA-OR-A5J1-01_APOD
,TCGA-OR-A5J1-01_SREBF1
,TCGA-OR-A5J1-01_ACTB
,TCGA-OR-A5J1-01_DMD
,TCGA-OR-A5J1-01_SYNE1
,TCGA-OR-A5J1-01_CFH
,TCGA-OR-A5J1-01_TLR4
,TCGA-OR-A5J1-01_RHOA
,TCGA-OR-A5J1-01_AFAP1
,TCGA-OR-A5J1-01_AKT1
,TCGA-OR-A5J1-01_APOC1
,TCGA-OR-A5J1-01_CDC42
,TCGA-OR-A5J1-01_NCOR2
,TCGA-OR-A5J1-01_PLTP
,TCGA-OR-A5J1-01_NR1H3
,TCGA-OR-A5J1-01_ABCA6
,TCGA-OR-A5J1-01_TMEM163
,TCGA-OR-A5J1-01_ABCA9
,TCGA-OR-A5J1-01_ABCC3
,TCGA-OR-A5J1-01_ABCA8
,TCGA-OR-A5J1-01_ABCA7
,TCGA-OR-A5J1-01_PSEN2
,TCGA-OR-A5J1-01_MS4A6A
,TCGA-OR-A5J1-01_SLCO2B1
,TCGA-OR-A5J1-01_ENC1
,TCGA-OR-A5J1-01_ABCB1
,TCGA-OR-A5J1-01_KRAS
,TCGA-OR-A5J1-01_CDH1
,TCGA-OR-A5J1-01_KDR
,TCGA-OR-A5J1-01_TP53
,TCGA-OR-A5J1-01_ERBB2
,TCGA-OR-A5J1-01_SLC47A1
,TCGA-OR-A5J1-01_EGFR
,TCGA-OR-A5J1-01_NOTCH1
,TCGA-OR-A5J1-01_AKR1B1
,TCGA-OR-A5J1-01_KIT
